species,name,atoms,cas_no,charge
C6H6,Dewar Benzene,12,5649956,0.0
C6H6,"3,4-Dimethylenecyclobutene",12,5291907,0.0
C6H6,Fulvene,12,497201,0.0
C6H6,Benzene,12,71432,0.0
C2H8N2,Ethylenediamine,12,107153,0.0
CH3NHNHCH3,dimethyl hydrazine,12,540738,0.0
CH3CH2CH2CN,Butanenitrile,12,109740,0.0
CH3CH(CH3)CN,"Propanenitrile, 2-methyl-",12,78820,0.0
B3N3H6,borazine,12,6569513,0.0
C4H6N2,"1H-Imidazole, 2-methyl-",12,693981,0.0
C3H7OH,1-Propanol,12,71238,0.0
CH3CHOHCH3,Isopropyl alcohol,12,67630,0.0
H2OCH3OCH3,water dimethylether dimer,12,124,0.0
CH3OC2H5,"Ethane, methoxy-",12,540670,0.0
C3H7NO,dimethylformamide,12,68122,0.0
C3H7NO,Propanamide,12,79050,0.0
C4H6O2,"2-Propenoic acid, methyl ester",12,96333,0.0
C4H6O2,γ–Butyrolactone,12,96480,0.0
C4H6O2,Crotonic Acid,12,107937,0.0
C5H6O,2-methylfuran,12,534225,0.0
C4H6O2,"2,3-Butanedione",12,431038,0.0
C5H6O,2H-Pyran,12,289667,0.0
C3H6O3,"1,3,5-Trioxane",12,110883,0.0
C5H6O,Pentadienal,12,764409,0.0
C5H6O,3-Methylfuran,12,930278,0.0
C2H6N2O2,Dimethylnitroamine,12,4164287,0.0
C2H6N2O2,(E)-Azodioxymethane,12,37765154,0.0
C5H5NO,2(1H)-Pyridinone,12,72762006,0.0
C5H5NO,3(2H)-Pyridinone,12,9000004,0.0
C5H5NO,3(6H)-Pyridinone,12,9000015,0.0
C5H5NO,3(4H)-Pyridinone,12,9000026,0.0
C5H5NO,2(5H)-Pyridinone,12,9000037,0.0
C5H5NO,2(3H)-Pyridinone,12,9000048,0.0
C5H5NO,4(3H)-Pryidinone,12,9000059,0.0
C5H5NO,4(1H)-Pryidinone,12,9000060,0.0
C5H5NO,4-Pyridinol,12,626642,0.0
C6H5O,phenoxy radical,12,2122465,0.0
C5H5NO,3-Pyridinol,12,109002,0.0
C5H5NO,2-Pyridinol,12,109104,0.0
C6H4O2,parabenzoquinone,12,106514,0.0
C4H4N2O2,Uracil,12,66228,0.0
C3H3N3O3,cyanuric acid,12,108805,0.0
C6H5F,Fluorobenzene,12,462066,0.0
C6H4F2,metadifluorobenzene,12,372189,0.0
C6H4F2,orthodifluorobenzene,12,367113,0.0
C6H4F2,"1,4-difluorobenzene",12,540363,0.0
C6H3F3,Benzene trifluoride 123,12,1489538,0.0
C6F6,hexafluorobenzene,12,392563,0.0
C3H7SH,1-Propanethiol,12,107039,0.0
CH3CHSHCH3,2-Propanethiol,12,75332,0.0
CH3SCH2CH3,"Ethane, (methylthio)-",12,624895,0.0
C2H6O3S,"Sulfurous acid, dimethyl ester",12,616422,0.0
C5H6S,"Thiophene, 3-methyl-",12,616444,0.0
C4H6OS,Vinyl sulfoxide,12,1115157,0.0
C4H6OS,Dihydro-3-(2H)-thiophenone,12,1003049,0.0
C4H6OS,Dihydro-2-(3H)-thiophenone,12,1003107,0.0
CH6N4S,Carbonothioic dihydrazide,12,2231574,0.0
C3H6S3,"Carbonotrithioic acid, dimethyl ester",12,2314489,0.0
C5H6S,"Thiophene, 2-methyl-",12,554143,0.0
C3H6S3,"1,3,5-Trithiane",12,291214,0.0
C4H6OS,"4,5-dihydrothiophene-3-ol",12,9000082,0.0
C4H6OS,"2,5-dihydrothiophene-3-ol",12,9000093,0.0
C4H6OS,"4,5-dihydrothiophene-2-ol",12,9000106,0.0
C4H6OS,"2,3-dihydrothiophene-2-ol",12,9000117,0.0
S2F10,disulphur decafluoride,12,5714227,0.0
CH3CClCHCH3,"2-Butene, 2-chloro-, (E)-",12,4894615,0.0
CH3CClCHCH3,"2-Butene, 2-chloro-, (Z)-",12,4628211,0.0
CHClCHCH2CH3,(Z)-1-Chloro-1-butene,12,7611861,0.0
CHClCHCH2CH3,(E)-1-Chloro-1-butene,12,7611872,0.0
CH2CClCH2CH3,"1-Butene, 2-chloro-",12,2211703,0.0
CH2CHCH2CH2Cl,"1-Butene, 4-chloro-",12,927731,0.0
CH2CHCHClCH3,"1-Butene, 3-chloro-",12,563520,0.0
CH2ClCHCHCH3,"2-Butene, 1-chloro-",12,591979,0.0
C6H5Cl,chlorobenzene,12,108907,0.0
C6H4Cl2,"1,4-dichlorobenzene",12,106467,0.0
C6H4Cl2,"1,2-dichlorobenzene",12,95501,0.0
C6H4Cl2,"1,3-dichlorobenzene",12,541731,0.0
C6H5Br,bromobenzene,12,108861,0.0
B(CH3)3,trimethylborane,13,593908,0.0
CH3CHCH2CH3,2-Butyl radical,13,2348552,0.0
C(CH3)3,Tert-butyl radical,13,1605738,0.0
CH2CH(CH3)2,Isobutyl radical,13,4630459,0.0
C5H8,"1,3-Pentadiene, (E)-",13,2004708,0.0
C5H8,"1,3-Pentadiene, (Z)-",13,1574410,0.0
C5H8,"1,2-Butadiene, 3-methyl-",13,598254,0.0
C5H8,1-pentyne,13,627190,0.0
CH3CCCH2CH3,2-Pentyne,13,627214,0.0
C5H8,Ethenylcyclopropane,13,693867,0.0
C5H8,"Cyclobutane, methylene-",13,1120565,0.0
C5H8,"1,3-Butadiene, 2-methyl-",13,78795,0.0
C5H8,"1,4-Pentadiene",13,591935,0.0
C5H8,"1,2-Pentadiene",13,591957,0.0
C5H8,"2,3-Pentadiene",13,591968,0.0
C5H8,Bicyclo[1.1.1]pentane,13,311751,0.0
C5H8,Spiropentane,13,157404,0.0
C5H8,Bicyclo[2.1.0]pentane,13,185944,0.0
C5H8,Cyclopentene,13,142290,0.0
NH2CH2CH2CH3,1-Propanamine,13,107108,0.0
CH3CH(NH2)CH3,2-Propanamine,13,75310,0.0
N(CH3)3,Trimethylamine,13,75503,0.0
C5H7N,"1H-Pyrrole, 1-methyl-",13,96548,0.0
C5H7N,Cyclobutanecarbonitrile,13,4426113,0.0
C5H7N,(E)-2-Pentenenitrile,13,26294984,0.0
C5H7N,(Z)-2-Pentenenitrile,13,25899507,0.0
C5H7N,(E)-3-Pentenenitrile,13,16529661,0.0
C6H5CN,phenyl cyanide,13,100470,0.0
C5H4N4,purine,13,120730,0.0
CHOCH2CH2CH3,Butanal,13,123728,0.0
CH2C(CH3)OCH3,"1-Propene, 2-methoxy-",13,116110,0.0
C4H8O,"Furan, tetrahydro-",13,109999,0.0
C3H8O2,"1,3-Propanediol",13,504632,0.0
CH3COCH2CH3,2-Butanone,13,78933,0.0
CHOCH(CH3)CH3,"Propanal, 2-methyl-",13,78842,0.0
C3H8O2,"Methane, dimethoxy-",13,109875,0.0
C2H3OC2H5,"Ethene, ethoxy-",13,109922,0.0
C3H8O2,Propylene glycol,13,57556,0.0
C4H8O,Cyclobutanol,13,2919235,0.0
C3H8O2,"Hydroperoxide, 1-methylethyl",13,3031752,0.0
C4H7NO,"Oxazole, 4,5-dihydro-2-methyl-",13,1120645,0.0
C4H7NO,2-Pyrrolidinone,13,616455,0.0
HCONH2CN2H4,formamide aminomethanimine dimer,13,135,0.0
CH3CH(NH2)COOH,Alanine,13,56417,0.0
NH2COOC2H5,Urethane,13,51796,0.0
NH2CH2CH2COOH,β–alanine,13,107959,0.0
CH3NHCH2COOH,Sarcosine,13,107971,0.0
C4H7NO,Methacrylamide,13,79390,0.0
C3H7ONO,Propyl nitrite,13,543679,0.0
CH3CH(CH3)ONO,Isopropyl nitrite,13,541424,0.0
C4H7NO,Ethoxyacetonitrile,13,62957602,0.0
C6H6O,"2,4-Cyclohexadienone",13,24599573,0.0
C6H5OH,phenol,13,108952,0.0
C6H6O,"2,5-Cyclohexadienone",13,5664335,0.0
C6H5NO,nitrosobenzene,13,586969,0.0
Al(CH3)3,trimethyl aluminum,13,75241,0.0
N(SiH3)3,trisilylamine,13,13862163,0.0
P(CH3)3,trimethylphosphine,13,594092,0.0
C3H8S2,"1,3-Propanedithiol",13,109808,0.0
C4H8S,"Thiophene, tetrahydro-",13,110010,0.0
C6H5SH,Benzenethiol,13,108985,0.0
As(CH3)3,trimethyl arsine,13,593884,0.0
B4H10,Tetraborane(10),14,18283937,0.0
B5H9,pentaborane9,14,19624227,0.0
CH3CH2CH2CH3,Butane,14,106978,0.0
CH3CH(CH3)CH3,Isobutane,14,75285,0.0
C6H8,"1,3-Cyclohexadiene",14,592574,0.0
C6H8,"1,4-Cyclohexadiene",14,628411,0.0
C6H8,3-Methylenecyclopentene,14,930267,0.0
C6H8,Bicyclo[2.1.1]hex-2-ene,14,822413,0.0
C6H8,Bicyclo[3.1.0]hex-2-ene,14,694019,0.0
C6H8,"(E)-hexa-1,3,5-triene",14,821078,0.0
C6H8,"(Z)-hexa-1,3,5-triene",14,2612466,0.0
C6H8,Bicyclo[2.2.0]hex-1(4)-ene,14,30830207,0.0
C6H8,"(Z)-hexa-2,3,4-triene",14,59660649,0.0
C6H8,"(E)-hexa-2,3,4-triene",14,59660650,0.0
C6H5CH2,benzyl radical,14,2154565,0.0
C7H7,cycloheptatrienyl radical,14,3551277,0.0
C8H6,benzocyclobutadiene,14,4026237,0.0
C8H6,Calicene,14,6249236,0.0
C6H5CCH,phenylacetylene,14,536743,0.0
C8H6,Pentalene,14,250259,0.0
C4H9N,Pyrrolidine,14,123751,0.0
C4H9N,Cyclobutylamine,14,2516349,0.0
C6H5NH2,aniline,14,62533,0.0
C6H7N,2-Methylpyridine,14,109068,0.0
C4H8O2,Butanoic acid,14,107926,0.0
NH(CH3)CONH(CH3),"Urea, N,N'-dimethyl-",14,96311,0.0
C3H8O3,"1,2,3-Propanetriol",14,56815,0.0
C4H8O2,"1,4-Dioxane",14,123911,0.0
C5H8O,Cyclopentanone,14,120923,0.0
C4H8O2,Ethyl acetate,14,141786,0.0
C5H8O,"2H-Pyran, 3,4-dihydro-",14,110872,0.0
C4H8O2,"1,3-Dioxane",14,505226,0.0
C4H8O2,"1,3-Dioxolane, 2-methyl-",14,497267,0.0
C5H8O,"Furan, 2,3-dihydro-5-methyl-",14,1487156,0.0
C5H8O,Methyl cyclopropyl ketone,14,765435,0.0
C4H8O2,"Ethene, 1,1-dimethoxy-",14,922690,0.0
N(CH3)2CONH2,"Urea, N,N-dimethyl-",14,598947,0.0
NH2CONHC2H5,"Urea, ethyl-",14,625525,0.0
HO2CCHNH2CH2OH,Serine,14,56451,0.0
C6H5CHO,benzaldehyde,14,100527,0.0
C6H5NO2,Nitrobenzene,14,98953,0.0
CH3CHFCH2CH3,2-fluorobutane,14,359013,0.0
C4H9F,1-fluorobutane,14,2366521,0.0
SiH(CH3)3,trimethylsilane,14,993077,0.0
C3H8O2S,(Methylsulfonyl)ethane,14,594434,0.0
C4H8OS,s-Ethyl thioacetate,14,625605,0.0
CH3CCl(CH3)CH3,"Propane, 2-chloro-2-methyl-",14,507200,0.0
CH2ClCH2CH2CH3,"Butane, 1-chloro-",14,109693,0.0
CH3CHClCH2CH3,"Butane, 2-chloro-",14,78864,0.0
C4H8Cl2,"1,4-Dichlorobutane",14,110565,0.0
C4H8Cl2,"Butane, 1,2-dichloro-",14,616217,0.0
C4H8Cl2,"Butane, 1,3-dichloro-",14,1190223,0.0
C4H8Cl2,"Butane, 2,3-dichloro-, (r*,r*)-(.+/-.)-",14,2211678,0.0
C4H8Cl2,"Butane, 2,3-dichloro-, (r*,s*)-",14,4028562,0.0
C5H10,"Cyclopropane, 1,1-dimethyl-",15,1630940,0.0
C5H10,"2-Pentene, (Z)-",15,627203,0.0
C5H10,"2-Pentene, (E)-",15,646048,0.0
C5H10,Cyclopentane,15,287923,0.0
C5H10,"2-Butene, 2-methyl-",15,513359,0.0
C5H10,"1-Butene, 2-methyl-",15,563462,0.0
CH2CHCH2CH2CH3,1-pentene,15,109671,0.0
C6H5CH3,toluene,15,108883,0.0
C7H8,cycloheptatriene,15,544252,0.0
C7H8,Quadricyclane,15,278068,0.0
C7H8,Norbornadiene,15,121460,0.0
C3H10N2,"1,2-Diaminopropane",15,78900,0.0
C5H9N,Pentanenitrile,15,110598,0.0
C5H9N,"Propanenitrile, 2,2-dimethyl-",15,630182,0.0
C5H9N,"1,2,3,6-Tetrahydropyridine",15,694053,0.0
C5H9N,"Butanenitrile, 2-methyl-",15,18936179,0.0
C4H10O,"2-Butanol, (.+/-.)-",15,15892236,0.0
C4H10O,"Propane, 2-methoxy-",15,598538,0.0
C4H10O,Methyl propyl ether,15,557175,0.0
C4H10O,"1-Propanol, 2-methyl-",15,78831,0.0
C4H10O,Ethoxy ethane,15,60297,0.0
C4H10O,1-Butanol,15,71363,0.0
C4H10O,"Ethanol, 1,1-dimethyl-",15,75650,0.0
C4H9NO,Butanamide,15,541355,0.0
C4H9NO,"Propanamide, 2-methyl-",15,563837,0.0
C5H8O2,Acetylacetone,15,123546,0.0
C6H5COOH,benzoic acid,15,65850,0.0
C(CH3)3SH,"2-Propanethiol, 2-methyl-",15,75661,0.0
C4H9SH,1-Butanethiol,15,109795,0.0
C2H5SC2H5,Diethyl sulfide,15,352932,0.0
CH2(SH)CH(CH3)CH3,"1-Propanethiol, 2-methyl-",15,513440,0.0
CH3CH(SH)CH2CH3,2-Butanethiol,15,513531,0.0
CH3C(SCH3)HCH3,"Propane, 2-(methylthio)-",15,1551219,0.0
C4H8O2S,Sulfolane,15,126330,0.0
C4H9ClO,1-Chloro-2-ethoxyethane,15,628342,0.0
C5H11,2-Methylbut-2-yl radical,16,4348350,0.0
C6H10,"1,4-Hexadiene, (Z)-",16,7318674,0.0
C6H10,"1,4-Hexadiene, (E)-",16,7319008,0.0
C6H10,"2,4-Hexadiene, (Z,Z)-",16,6108618,0.0
C6H10,"2,4-Hexadiene, (E,Z)-",16,5194503,0.0
C6H10,"2,4-Hexadiene, (E,E)-",16,5194514,0.0
C6H10,"Cyclopentene, 1-methyl-",16,693890,0.0
C6H10,1-Hexyne,16,693027,0.0
C6H10,2-Hexyne,16,764352,0.0
C6H10,"1-Butyne, 3,3-dimethyl-",16,917920,0.0
C6H10,"Cyclopentene, 3-methyl-",16,1120623,0.0
C6H10,3-Hexyne,16,928494,0.0
C6H10,"Cyclopentene, 4-methyl-",16,1759815,0.0
C6H10,cyclohexene,16,110838,0.0
C6H10,Bicyclo[3.1.0]hexane,16,285585,0.0
C6H10,"1,5-Hexadiene",16,592427,0.0
C6H10,"1,3-Hexadiene, (Z)-",16,14596920,0.0
C6H10,"1,3-Hexadiene, (E)-",16,20237347,0.0
C8H8,cubane,16,277101,0.0
C6H5CHCH2,Styrene,16,100425,0.0
C8H8,cyclooctatetraene,16,629209,0.0
NH(C2H5)2,diethylamine,16,109897,0.0
C(NH2)H2CH2CH2CH3,1-Butanamine,16,109739,0.0
C(NH2)H2C(CH3)HCH3,"1-Propanamine, 2-methyl-",16,78819,0.0
C(CH3)3NH2,"2-Propanamine, 2-methyl-",16,75649,0.0
CH3C(NH2)HCH2CH3,2-Butanamine,16,13952846,0.0
C8H7N,Indole,16,120729,0.0
C5H10O,"2H-Pyran, tetrahydro-",16,142687,0.0
C4H10O2,"Ethane, 1,2-dimethoxy-",16,110714,0.0
C5H10O,Pentanal,16,110623,0.0
C4H10O2,"1,4-Butanediol",16,110634,0.0
C5H10O,"2-Butanone, 3-methyl-",16,563804,0.0
C4H10O2,"1,1-Dimethoxyethane",16,534156,0.0
C5H10O,Cyclopentanol,16,96413,0.0
C5H10O,2-methylbutyraldehyde,16,96173,0.0
C5H10O,3-Pentanone,16,96220,0.0
C5H10O,2-Pentanone,16,107879,0.0
C4H10O2,"1,3-Butanediol",16,107880,0.0
C5H10O,"Oxetane, 3,3-dimethyl-",16,6921353,0.0
C6H5OCH3,Anisole,16,100663,0.0
C4H10OS,Diethyl sulfoxide,16,70291,0.0
C5H10S,3-Ethylthio-1-propene,16,5296628,0.0
C5H10S,"Thiophene, tetrahydro-3-methyl-",16,4740005,0.0
C4H10S2,"1,4-Butanedithiol",16,1191088,0.0
C5H10S,Cyclopentanethiol,16,1679078,0.0
C5H10S,"Thiophene, tetrahydro-2-methyl-",16,1795091,0.0
C5H10S,"2H-Thiopyran, tetrahydro-",16,1613510,0.0
C5H12,"Butane, 2-methyl-",17,78784,0.0
C5H12,Pentane,17,109660,0.0
C5H12,"Propane, 2,2-dimethyl-",17,463821,0.0
C7H10,Norbornene,17,498668,0.0
CH(C2H3)3,trivinyl methane,17,26456633,0.0
C9H8,"spiro[4.4]nona-1,3,6,8-tetraene",17,14867835,0.0
C9H8,Indene,17,95136,0.0
C5H11N,Piperidine,17,110894,0.0
C5H11N,Cyclopentanamine,17,1003038,0.0
C4H11NO,Diethylhydroxylamine,17,3710847,0.0
C6H10O,cyclohexanone,17,108941,0.0
C5H9NO2,Proline,17,147853,0.0
CH3COC6H5,acetophenone,17,98862,0.0
Si(CH3)4,tetramethylsilane,17,75763,0.0
C5H11Cl,"Pentane, 1-chloro-",17,543599,0.0
C6H12,hex-1-ene,18,592416,0.0
C6H12,"2,3-dimethylbut-1-ene",18,563780,0.0
C6H12,"2,3-dimethyl-but-2-ene",18,563791,0.0
C6H12,Cyclohexane,18,110827,0.0
C6H12,"Cyclopentane, methyl-",18,96377,0.0
C6H12,(E)-2-Hexene,18,4050457,0.0
C6H12,Ethylcyclobutane,18,4806615,0.0
C6H12,(Z)-hex-2-ene,18,7688213,0.0
C6H12,(Z)-hex-3-ene,18,7642093,0.0
C6H12,(Z)-3-methylpent-2-ene,18,922623,0.0
C6H12,3-methylenepentane,18,760214,0.0
C6H12,(E)-3-methylpent-2-ene,18,616126,0.0
C6H12,"cis-1,3-dimethylcyclobutane",18,2398096,0.0
C6H12,"(1r,3r)-1,3-dimethylcyclobutane",18,2398109,0.0
C6H12,"cis-1,2-dimethylcyclobutane",18,15679013,0.0
C6H12,"(1R,2R)-1,2-dimethylcyclobutane",18,15679024,0.0
C4H6(CH3)2,"1,1-dimethylcyclobutane",18,18931710,0.0
C6H12,(E)-hex-3-ene,18,13269528,0.0
CH3C6H4CH3,meta-xylene,18,108383,0.0
C6H5CH2CH3,Ethylbenzene,18,100414,0.0
CH3C6H4CH3,paraxylene,18,106423,0.0
C10H8,naphthalene,18,91203,0.0
C10H8,Azulene,18,275514,0.0
C4H12N2,"2-Methyl-1,2-propanediamine",18,811938,0.0
C4H12N2,"1,2-Butanediamine",18,4426486,0.0
C5H12O,2-Pentanol,18,6032297,0.0
C5H12O,"2-Butanol, 3-methyl-",18,598754,0.0
C5H12O,"Propane, 1-ethoxy-",18,628320,0.0
C5H12O,"Butane, 1-methoxy-",18,628284,0.0
C5H12O,"Propane, 2-methoxy-2-methyl-",18,1634044,0.0
C5H12O,"1-Butanol, 2-methyl-",18,137326,0.0
C5H12O,"1-Butanol, 3-methyl-",18,123513,0.0
C5H12O,3-Pentanol,18,584021,0.0
C5H12O,1-Pentanol,18,71410,0.0
C5H12S,"1-Butanethiol, 3-methyl-",18,541311,0.0
C5H12S,1-Pentanethiol,18,110667,0.0
C5H12S,"1-Butanethiol, 2-methyl-",18,1878188,0.0
C5H12S,"1-Propanethiol, 2,2-dimethyl-",18,1679089,0.0
C5H12S,"2-Butanethiol, 2-methyl-",18,1679090,0.0
C5H12S,"2-Butanethiol, 3-methyl-",18,2084186,0.0
C5H12S,"Butane, 1-(methylthio)-",18,628295,0.0
C5H12S,"Propane, 2-methyl-2-(methylthio)-",18,6163640,0.0
C5H12S,"Propane, 2-(ethylthio)-",18,5145993,0.0
C5H12S,Ethyl propyl sulfide,18,4110503,0.0
C7H12,Norbornane,19,279232,0.0
C6H12O,Oxepane,19,592905,0.0
C6H12O,hexanal,19,66251,0.0
C6H14,"Butane, 2,3-dimethyl-",20,79298,0.0
C6H14,"Pentane, 3-methyl-",20,96140,0.0
C6H14,"Butane, 2,2-dimethyl-",20,75832,0.0
C6H14,"Pentane, 2-methyl-",20,107835,0.0
C6H14,Hexane,20,110543,0.0
C10H10,bullvalene,20,1005512,0.0
C12H8,biphenylene,20,259790,0.0
C12H8,Acenaphthylene,20,208968,0.0
C6H13N,cyclohexanamine,20,108918,0.0
C6H13N,2-Methylpiperidine,20,109057,0.0
C6H12N2,Triethylenediamine,20,280579,0.0
C6H12O2,Hexanoic acid,20,142621,0.0
C6H12O2,Methyl pivalate,20,598981,0.0
C7H14,cycloheptane,21,291645,0.0
C9H12,n-propyl benzene,21,103651,0.0
C3H7OC3H7,di-n-propyl ether,21,111433,0.0
Fe(C5H5)2,ferrocene,21,102545,0.0
C8H14,Bicyclo[2.2.2]octane,22,280331,0.0
C12H10,Heptalene,22,257249,0.0
C12H10,biphenyl,22,92524,0.0
C6H15N,triethylamine,22,121448,0.0
C7H16,heptane,23,142825,0.0
C7H16,3-methylhexane,23,589344,0.0
C7H16,2-methylhexane,23,591764,0.0
C13H10,Fluorene,23,86737,0.0
C8H16,cyclooctane,24,292648,0.0
C14H10,Anthracene,24,120127,0.0
C14H10,Phenanthrene,24,85018,0.0
C12H10N2,azobenzene,24,103333,0.0
C6H12O6,Inositol,24,87898,0.0
C6H5COC6H5,benzophenone,24,119619,0.0
C8H18,Octane,26,111659,0.0
(CH3)3CC(CH3)3,tetramethylbutane,26,594821,0.0
C10H16,adamantane,26,281232,0.0
C16H10,Pyrene,26,129000,0.0
C8H18O,1-Octanol,27,111875,0.0
C14H14,Bibenzyl,28,103297,0.0
C9H20,Nonane,29,111842,0.0
C18H12,Tetracene,30,92240,0.0
C10H22,Decane,32,124185,0.0
C19H16,Triphenylmethane,35,519733,0.0
C24H12,Coronene,36,191071,0.0
C60,Buckminsterfullerene,60,99685968,0.0
